INFO 2025-09-04 19:06:15,362 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:35:55,044 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:36:04,128 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 06:36:04,431 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:37:00,837 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 06:37:01,135 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:37:05,275 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 06:37:05,578 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:37:20,419 basehttp "POST /api/upload-project/ HTTP/1.1" 200 17
INFO 2025-09-06 06:37:20,470 basehttp "GET /api/projects/4/ HTTP/1.1" 200 23491
INFO 2025-09-06 06:37:20,472 basehttp "GET /api/projects/4/ HTTP/1.1" 200 23491
INFO 2025-09-06 06:38:35,773 basehttp "POST /api/upload-project/ HTTP/1.1" 200 17
INFO 2025-09-06 06:38:35,798 basehttp "GET /api/projects/5/ HTTP/1.1" 200 30027
INFO 2025-09-06 06:38:35,798 basehttp "GET /api/projects/5/ HTTP/1.1" 200 30027
INFO 2025-09-06 06:42:38,667 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 06:42:38,994 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:42:55,107 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 06:42:55,359 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:43:34,571 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 06:43:34,848 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:45:21,051 autoreload Watching for file changes with StatReloader
WARNING 2025-09-06 06:45:35,506 log Not Found: /
WARNING 2025-09-06 06:45:35,506 basehttp "GET / HTTP/1.1" 404 2305
INFO 2025-09-06 06:45:43,654 basehttp "GET /admin/ HTTP/1.1" 302 0
INFO 2025-09-06 06:45:43,669 basehttp "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4170
INFO 2025-09-06 06:45:43,747 basehttp "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-09-06 06:45:43,748 basehttp "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-09-06 06:45:43,749 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-09-06 06:45:43,751 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-09-06 06:45:43,752 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-09-06 06:45:43,753 basehttp "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2025-09-06 06:45:43,753 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
WARNING 2025-09-06 06:45:43,823 log Not Found: /favicon.ico
INFO 2025-09-06 06:45:51,335 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4335
WARNING 2025-09-06 06:45:51,389 log Not Found: /favicon.ico
INFO 2025-09-06 06:46:00,818 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4335
INFO 2025-09-06 06:46:10,455 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4335
INFO 2025-09-06 06:46:17,270 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4347
INFO 2025-09-06 06:46:19,331 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4347
INFO 2025-09-06 06:46:25,379 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4347
INFO 2025-09-06 06:47:57,270 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4347
INFO 2025-09-06 06:48:24,394 basehttp "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4170
INFO 2025-09-06 06:48:56,812 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4347
INFO 2025-09-06 06:49:05,061 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-09-06 06:49:05,076 basehttp "GET /admin/ HTTP/1.1" 200 6651
INFO 2025-09-06 06:49:05,167 basehttp "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
INFO 2025-09-06 06:49:05,186 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-09-06 06:49:05,186 basehttp "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-09-06 06:49:09,991 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9241
INFO 2025-09-06 06:49:10,036 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2025-09-06 06:49:10,036 basehttp "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-09-06 06:49:10,039 basehttp "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-09-06 06:49:10,039 basehttp "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-09-06 06:49:10,039 basehttp "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-09-06 06:49:10,039 basehttp "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-09-06 06:49:10,040 basehttp "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-09-06 06:49:10,042 basehttp "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-09-06 06:49:10,043 basehttp "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2025-09-06 06:49:10,044 basehttp "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2025-09-06 06:49:10,045 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-06 06:49:10,098 basehttp "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
WARNING 2025-09-06 06:49:10,153 log Not Found: /favicon.ico
INFO 2025-09-06 06:50:03,654 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 06:50:03,976 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:51:23,342 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 06:51:23,621 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:52:22,910 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 06:52:23,173 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:52:32,425 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:52:42,361 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9241
INFO 2025-09-06 06:52:42,399 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-06 06:52:42,521 log Not Found: /favicon.ico
INFO 2025-09-06 06:52:51,649 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9241
INFO 2025-09-06 06:52:51,690 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-06 06:54:08,234 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:54:25,596 autoreload Watching for file changes with StatReloader
WARNING 2025-09-06 06:54:43,961 log Not Found: /
WARNING 2025-09-06 06:54:43,962 basehttp "GET / HTTP/1.1" 404 2305
INFO 2025-09-06 06:54:51,291 basehttp "GET /admin/ HTTP/1.1" 200 6651
INFO 2025-09-06 06:54:51,355 basehttp "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-09-06 06:54:51,355 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-09-06 06:55:26,378 basehttp "POST /api/upload-project/ HTTP/1.1" 200 17
INFO 2025-09-06 06:55:26,425 basehttp "GET /api/projects/6/ HTTP/1.1" 200 30101
INFO 2025-09-06 06:55:26,478 basehttp "GET /api/projects/6/ HTTP/1.1" 200 30101
INFO 2025-09-06 06:57:38,946 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 06:57:39,254 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 06:59:15,246 basehttp "GET /api/projects/6/ HTTP/1.1" 200 30101
INFO 2025-09-06 06:59:55,052 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 06:59:55,351 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:33:33,284 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:33:33,581 autoreload Watching for file changes with StatReloader
ERROR 2025-09-06 07:34:12,449 views Gemini call failed: name 'requests' is not defined
INFO 2025-09-06 07:34:12,459 basehttp "POST /api/upload-project/ HTTP/1.1" 200 17
INFO 2025-09-06 07:34:12,494 basehttp "GET /api/projects/7/ HTTP/1.1" 200 23557
INFO 2025-09-06 07:34:12,536 basehttp "GET /api/projects/7/ HTTP/1.1" 200 23557
INFO 2025-09-06 07:34:23,078 basehttp "GET /admin/ HTTP/1.1" 200 6651
INFO 2025-09-06 07:34:24,875 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9241
INFO 2025-09-06 07:34:24,917 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-06 07:34:24,985 basehttp "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
WARNING 2025-09-06 07:34:25,031 log Not Found: /favicon.ico
INFO 2025-09-06 07:34:28,000 basehttp "GET /admin/ HTTP/1.1" 200 6651
INFO 2025-09-06 07:34:39,168 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:34:39,485 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:34:43,067 basehttp "GET /api/projects/7/ HTTP/1.1" 200 23557
INFO 2025-09-06 07:34:43,075 basehttp "GET /api/projects/7/ HTTP/1.1" 200 23557
INFO 2025-09-06 07:34:56,121 basehttp "POST /api/upload-project/ HTTP/1.1" 200 17
INFO 2025-09-06 07:34:56,157 basehttp "GET /api/projects/8/ HTTP/1.1" 200 23557
INFO 2025-09-06 07:34:56,191 basehttp "GET /api/projects/8/ HTTP/1.1" 200 23557
INFO 2025-09-06 07:34:58,702 basehttp "GET /api/projects/8/ HTTP/1.1" 200 23557
INFO 2025-09-06 07:34:58,702 basehttp "GET /api/projects/8/ HTTP/1.1" 200 23557
INFO 2025-09-06 07:35:15,875 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:35:16,180 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:35:19,478 basehttp "GET /api/projects/8/ HTTP/1.1" 200 23557
INFO 2025-09-06 07:35:19,489 basehttp "GET /api/projects/8/ HTTP/1.1" 200 23557
INFO 2025-09-06 07:35:30,465 basehttp "POST /api/upload-project/ HTTP/1.1" 200 17
INFO 2025-09-06 07:35:30,506 basehttp "GET /api/projects/9/ HTTP/1.1" 200 23557
INFO 2025-09-06 07:35:30,529 basehttp "GET /api/projects/9/ HTTP/1.1" 200 23557
INFO 2025-09-06 07:35:38,529 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:35:38,827 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:39:59,154 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:39:59,461 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:40:53,073 basehttp "GET /api/projects/5/ HTTP/1.1" 200 30027
INFO 2025-09-06 07:40:53,074 basehttp "GET /api/projects/5/ HTTP/1.1" 200 30027
INFO 2025-09-06 07:41:01,782 basehttp "GET /api/projects/5/ HTTP/1.1" 200 30027
INFO 2025-09-06 07:41:01,783 basehttp "GET /api/projects/5/ HTTP/1.1" 200 30027
WARNING 2025-09-06 07:41:11,153 log Not Found: /api/projects/FitGaurd-App-master_ekzgzRS.zip/
WARNING 2025-09-06 07:41:11,153 log Not Found: /api/projects/FitGaurd-App-master_ekzgzRS.zip/
WARNING 2025-09-06 07:41:11,153 basehttp "GET /api/projects/FitGaurd-App-master_ekzgzRS.zip/ HTTP/1.1" 404 4527
WARNING 2025-09-06 07:41:11,154 basehttp "GET /api/projects/FitGaurd-App-master_ekzgzRS.zip/ HTTP/1.1" 404 4527
ERROR 2025-09-06 07:41:52,625 views Gemini API error: name 'requests' is not defined
INFO 2025-09-06 07:41:52,636 basehttp "POST /api/upload-project/ HTTP/1.1" 200 18
INFO 2025-09-06 07:41:52,661 basehttp "GET /api/projects/10/ HTTP/1.1" 200 23637
INFO 2025-09-06 07:41:52,668 basehttp "GET /api/projects/10/ HTTP/1.1" 200 23637
INFO 2025-09-06 07:42:54,590 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:42:54,916 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:42:59,983 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:43:00,248 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:43:08,410 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:43:08,717 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:43:12,858 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:43:13,174 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:43:23,258 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:43:23,538 autoreload Watching for file changes with StatReloader
ERROR 2025-09-06 07:43:38,139 views Gemini API error: 404 Client Error: Not Found for url: https://generativelanguage.googleapis.com/v1beta2/models/text-bison-001:generateText?key=AIzaSyBJdv3jaa5GOAPCFKdNIdY94urMlilVxxY
INFO 2025-09-06 07:43:38,152 basehttp "POST /api/upload-project/ HTTP/1.1" 200 18
INFO 2025-09-06 07:43:38,204 basehttp "GET /api/projects/11/ HTTP/1.1" 200 23772
INFO 2025-09-06 07:43:38,208 basehttp "GET /api/projects/11/ HTTP/1.1" 200 23772
INFO 2025-09-06 07:45:25,420 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:45:25,759 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:45:30,926 basehttp "GET /api/projects/11/ HTTP/1.1" 200 23772
INFO 2025-09-06 07:45:30,935 basehttp "GET /api/projects/11/ HTTP/1.1" 200 23772
ERROR 2025-09-06 07:45:44,047 views Gemini API error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1/models/gemini-pro:generateContent?key=AIzaSyBJdv3jaa5GOAPCFKdNIdY94urMlilVxxY
INFO 2025-09-06 07:45:44,058 basehttp "POST /api/upload-project/ HTTP/1.1" 200 18
INFO 2025-09-06 07:45:44,099 basehttp "GET /api/projects/12/ HTTP/1.1" 200 23768
INFO 2025-09-06 07:45:44,143 basehttp "GET /api/projects/12/ HTTP/1.1" 200 23768
INFO 2025-09-06 07:55:25,562 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/models.py changed, reloading.
INFO 2025-09-06 07:55:25,911 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:55:28,052 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/models.py changed, reloading.
INFO 2025-09-06 07:55:28,336 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:55:41,581 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/models.py changed, reloading.
INFO 2025-09-06 07:55:41,934 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:57:34,746 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:57:35,051 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:58:31,523 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:58:31,831 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:59:00,156 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:59:00,468 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:59:01,659 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-06 07:59:01,959 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:59:24,253 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/urls.py changed, reloading.
INFO 2025-09-06 07:59:24,577 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:59:25,754 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/urls.py changed, reloading.
INFO 2025-09-06 07:59:26,054 autoreload Watching for file changes with StatReloader
INFO 2025-09-06 07:59:29,240 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/urls.py changed, reloading.
INFO 2025-09-06 07:59:29,542 autoreload Watching for file changes with StatReloader
ERROR 2025-09-06 08:03:01,747 log Internal Server Error: /api/projects/12/
Traceback (most recent call last):
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/mysql/base.py", line 76, in execute
    return self.cursor.execute(query, args)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/MySQLdb/cursors.py", line 179, in execute
    res = self._query(mogrified_query)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/MySQLdb/cursors.py", line 330, in _query
    db.query(q)
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/MySQLdb/connections.py", line 280, in query
    _mysql.connection.query(self, query)
MySQLdb.OperationalError: (1054, "Unknown column 'projectcanvas_project.description' in 'field list'")

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/backend/projectcanvas/views.py", line 496, in get_project
    project = Project.objects.get(pk=pk)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/models/query.py", line 629, in get
    num = len(clone)
          ^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/models/query.py", line 366, in __len__
    self._fetch_all()
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/models/query.py", line 1949, in _fetch_all
    self._result_cache = list(self._iterable_class(self))
                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/models/query.py", line 91, in __iter__
    results = compiler.execute_sql(
              ^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/models/sql/compiler.py", line 1623, in execute_sql
    cursor.execute(sql, params)
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/utils.py", line 122, in execute
    return super().execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/utils.py", line 79, in execute
    return self._execute_with_wrappers(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/utils.py", line 92, in _execute_with_wrappers
    return executor(sql, params, many, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/utils.py", line 100, in _execute
    with self.db.wrap_database_errors:
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/mysql/base.py", line 76, in execute
    return self.cursor.execute(query, args)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/MySQLdb/cursors.py", line 179, in execute
    res = self._query(mogrified_query)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/MySQLdb/cursors.py", line 330, in _query
    db.query(q)
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/MySQLdb/connections.py", line 280, in query
    _mysql.connection.query(self, query)
django.db.utils.OperationalError: (1054, "Unknown column 'projectcanvas_project.description' in 'field list'")
ERROR 2025-09-06 08:03:01,758 basehttp "GET /api/projects/12/ HTTP/1.1" 500 182271
ERROR 2025-09-06 08:03:01,782 log Internal Server Error: /api/projects/12/
Traceback (most recent call last):
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/mysql/base.py", line 76, in execute
    return self.cursor.execute(query, args)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/MySQLdb/cursors.py", line 179, in execute
    res = self._query(mogrified_query)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/MySQLdb/cursors.py", line 330, in _query
    db.query(q)
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/MySQLdb/connections.py", line 280, in query
    _mysql.connection.query(self, query)
MySQLdb.OperationalError: (1054, "Unknown column 'projectcanvas_project.description' in 'field list'")

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/backend/projectcanvas/views.py", line 496, in get_project
    project = Project.objects.get(pk=pk)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/models/query.py", line 629, in get
    num = len(clone)
          ^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/models/query.py", line 366, in __len__
    self._fetch_all()
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/models/query.py", line 1949, in _fetch_all
    self._result_cache = list(self._iterable_class(self))
                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/models/query.py", line 91, in __iter__
    results = compiler.execute_sql(
              ^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/models/sql/compiler.py", line 1623, in execute_sql
    cursor.execute(sql, params)
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/utils.py", line 122, in execute
    return super().execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/utils.py", line 79, in execute
    return self._execute_with_wrappers(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/utils.py", line 92, in _execute_with_wrappers
    return executor(sql, params, many, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/utils.py", line 100, in _execute
    with self.db.wrap_database_errors:
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/mysql/base.py", line 76, in execute
    return self.cursor.execute(query, args)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/MySQLdb/cursors.py", line 179, in execute
    res = self._query(mogrified_query)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/MySQLdb/cursors.py", line 330, in _query
    db.query(q)
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/MySQLdb/connections.py", line 280, in query
    _mysql.connection.query(self, query)
django.db.utils.OperationalError: (1054, "Unknown column 'projectcanvas_project.description' in 'field list'")
ERROR 2025-09-06 08:03:01,784 basehttp "GET /api/projects/12/ HTTP/1.1" 500 182271
ERROR 2025-09-06 08:04:21,831 views upload_project exception: (1054, "Unknown column 'description' in 'field list'")
Traceback (most recent call last):
  File "/home/tuhin/ProjectCanvas/venv/lib/python3.12/site-packages/django/db/backends/utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
